,index,year,country,population,color
0,0,1941,China,514134316.0,"rgb(255, 0, 0)"
1,1,1941,India,374175756.0,"rgb(252, 232, 3)"
2,2,1941,United States,130865641.0,"rgb(75, 120, 184)"
3,3,1941,Japan,74587386.0,"rgb(191, 63, 191)"
4,4,1941,Germany,71850770.0,"rgb(0, 0, 0)"
5,5,1941,Indonesia,62820886.0,"rgb(255, 124, 31)"
6,6,1941,United Kingdom,48317261.0,"rgb(0, 36, 125)"
7,7,1941,Italy,43906421.0,"rgb(131, 14, 173)"
8,8,1941,Brazil,42575027.0,"rgb(65, 217, 209)"
9,9,1941,France,40401955.0,"rgb(227, 98, 158)"
