,index,year,country,population,color
0,0,2017,China,1410275968.0,"rgb(255, 0, 0)"
1,1,2017,India,1354195712.0,"rgb(252, 232, 3)"
2,2,2017,United States,329791232.0,"rgb(75, 120, 184)"
3,3,2017,Indonesia,264498848.0,"rgb(255, 124, 31)"
4,4,2017,Pakistan,216379648.0,"rgb(2, 161, 49)"
5,5,2017,Brazil,208504960.0,"rgb(65, 217, 209)"
6,6,2017,Nigeria,193495904.0,"rgb(0, 128, 0)"
7,7,2017,Bangladesh,161793968.0,"rgb(75, 227, 171)"
8,8,2017,Russia,145452544.0,"rgb(75, 155, 184)"
9,9,2017,Japan,126662464.0,"rgb(191, 63, 191)"
